hits|visits|day|identifier|orders|amount|product_pages|direct_visit|organic_visit|paid_search_visit|email_visit
561242|59139|2019-07-27|34|110855|2520774.299997701|67244|26184|1152|19201|267
366601|46612|2019-04-21|34|1804|46073.67999999946|57944|19395|822|12864|0
489583|63383|2019-05-03|34|67832|2012258.129995301|61479|22376|1026|15148|0
415751|44104|2019-09-08|34|3689|64462.76000000115|56708|19213|791|15023|5
521104|66029|2019-04-17|34|62547|1776560.8399957959|62279|26018|1155|17291|7
592793|71168|2019-05-19|34|2940|69829.51999999706|91341|30023|1310|18151|0
420337|47616|2019-09-05|34|61138|1487750.6799979103|43588|17952|705|12354|7
489473|62301|2019-05-10|34|54008|1591415.6699971445|68502|22377|897|13449|0
485621|57667|2020-02-14|34|63531|1377116.1099985072|73159|39569|859|17615|0
843821|96258|2020-04-14|34|3115|119419.21999998482|160061|111745|1235|40383|8
671344|70995|2020-01-10|34|71471|1397856.5799974015|127855|62845|877|33177|0
885078|88710|2020-01-02|34|72972|1448035.1399967025|146994|75932|1045|34220|0
833691|85653|2020-01-04|34|247729|4973110.579996916|153034|83232|1205|36173|0
815355|85752|2020-05-09|34|2310|86728.60999999201|129571|89393|965|32477|0
582218|73304|2019-06-03|34|40438|1149440.0999990092|71464|26563|1184|15458|284
494252|58167|2019-10-02|34|130150|5236803.7099953815|99102|26799|729|18998|0
451912|47171|2019-10-06|34|151077|5998517.250002622|96560|30145|713|20717|0
499587|48223|2020-04-08|34|2134|75885.36999999352|94831|53235|835|35589|0
639783|73483|2019-10-21|34|152799|3277614.9100009883|100453|32695|889|23309|1
1392410|137484|2019-12-26|34|73817|1463527.1699978162|226261|125035|1379|46528|7
1147097|126353|2019-11-25|34|158577|3443673.430006005|208075|103662|1213|53274|542
639197|75231|2019-11-22|34|67608|1435146.6799980474|108613|56691|1107|31512|2521
514395|58683|2020-02-25|34|48438|1112655.3499997302|78000|43082|781|21103|0
573934|61416|2019-10-23|34|147585|3183966.1600010977|93700|28333|707|21540|7
709159|71382|2020-04-03|34|1991|65929.1399999955|125775|85440|767|34382|0
640915|62393|2020-01-12|34|195522|3788504.119991189|129581|63507|998|40601|0
486310|46079|2020-04-23|34|1499|57275.67999999751|90977|50466|1065|34874|0
625760|68571|2020-02-03|34|1885|53353.31999999803|109582|61242|841|24072|0
495739|53671|2019-10-30|34|149531|3380178.349996326|66244|26766|872|22263|5
512552|56105|2020-03-07|34|184613|4363083.900002132|79186|49640|806|20059|0
522606|60567|2019-11-05|34|42998|985199.1599997345|90336|36051|932|24067|1320
480321|52591|2019-10-22|34|100245|2177368.2099952083|69801|26521|966|20651|0
553796|74353|2019-04-23|34|43339|1269737.1599982649|65239|22782|1016|14307|0
553758|59230|2019-07-14|34|3447|77434.4599999944|78925|29889|1270|21129|180
613946|68792|2019-11-15|34|51739|1183076.4499988912|111165|54535|1007|27749|209
468649|51620|2019-10-15|34|87361|3585831.1000054036|68306|25986|898|20446|0
473043|52064|2020-03-08|34|140737|3302899.1299980567|76838|42957|656|21776|0
735010|79837|2019-12-10|34|72760|1567513.7799975763|115973|48532|1093|42933|187
715155|72813|2019-08-06|34|94771|1991076.379993719|74355|29067|1086|20040|210
265345|26224|2020-03-23|34|3970|132313.29999998232|50408|23909|616|21135|0
476318|52215|2020-01-28|34|42452|907745.03999973|71138|33946|953|23488|0
651431|74799|2019-07-16|34|75786|1813876.5099954244|78803|34036|1464|24179|197
795402|84640|2019-07-22|34|63518|1476948.34999739|86193|31461|1252|23805|555
386724|51404|2019-04-20|34|68947|1996932.9199949587|54303|19988|816|11849|0
562358|61303|2019-10-25|34|162068|3516366.450002569|90277|25021|706|19229|31
400767|44403|2019-09-22|34|137162|5293180.439998876|62772|24096|756|18380|3
733196|70308|2020-04-09|34|1316|47781.73999999916|147941|103570|869|38233|0
709975|77745|2020-05-07|34|1789|65198.5299999967|108194|72568|839|29853|0
462433|57689|2019-04-30|34|59112|1691809.8899963873|60635|22952|1035|14106|0
532800|64085|2020-02-13|34|47904|1077915.3399995149|81247|45119|1109|20050|6
479979|43943|2020-04-25|34|2198|82261.80999999256|91827|49863|970|35571|0
485880|61679|2019-05-01|34|1798|115949.78999998403|63091|25996|978|16751|0
668140|71844|2019-07-26|34|90733|2053166.32999348|75132|26870|1115|18879|264
418839|50813|2020-03-12|34|44478|1006376.9000001884|59700|30059|566|15959|1
533984|57906|2020-03-11|34|50954|1139556.1299998043|80196|51199|779|21111|0
604145|59882|2020-01-07|34|55415|1119963.7699980238|95938|46481|1140|28391|0
639644|66950|2020-01-20|34|148157|2943517.340004352|116851|58306|836|29402|0
958018|93266|2020-04-05|34|2157|73191.22999999413|212330|165215|1152|39398|0
464173|57430|2019-05-13|34|41980|1191801.5499990066|51866|22082|1018|14386|0
539801|61725|2019-05-12|34|1796|44607.609999999935|87144|28428|986|17242|0
611119|64126|2019-08-09|34|83707|1818229.399994877|62255|21718|850|13706|141
497284|47771|2020-04-21|34|3216|116836.14999998336|95184|55152|971|33847|0
674989|72061|2020-05-03|34|2583|98722.21999998852|125649|78854|1074|37092|0
474703|58108|2019-10-08|34|85220|3480644.81000355|96122|32399|872|22533|0
571814|72581|2019-05-21|34|61375|1749449.3299962927|72011|27200|1398|15817|0
393265|45699|2019-09-27|34|146793|5718751.250001235|61622|21767|552|14720|7
712719|69594|2020-04-18|34|6317|231573.74000003593|151622|105014|1128|38242|0
805805|98754|2019-06-11|34|53498|1471553.9499971624|110459|34438|1134|21416|343
559538|72105|2019-05-14|34|58908|1657174.8099968312|73881|27378|1218|16434|0
689743|78957|2019-06-08|34|87669|2465439.8499987256|95320|28880|1188|17308|368
577371|66776|2019-06-07|34|60035|1714026.0299962375|71767|26387|1099|18198|65
587243|61508|2020-01-17|34|58531|1187520.1399983126|105782|52386|778|28775|0
491601|50569|2020-01-16|34|55204|1098871.0399984852|84483|38360|704|28525|0
536107|60657|2019-08-26|34|53119|1245944.2199989231|53419|21040|784|14039|241
369230|32693|2020-03-30|34|5223|181491.65000001265|70242|38256|657|27291|0
384984|34818|2020-03-29|34|1065|36541.99000000067|79580|43399|637|31261|5
346495|41902|2020-03-13|34|47337|1062075.7900000853|53331|29478|498|12368|0
958628|98657|2019-12-02|34|214013|4771178.309996088|171803|84223|1093|52582|1038
538531|62089|2019-08-22|34|69136|1644650.3599971712|55309|21651|707|14878|167
399664|46520|2019-10-05|34|197797|7885381.950017993|74622|26311|730|18396|0
416049|47779|2019-09-13|34|173282|6761207.820000527|46865|20822|759|14507|1
543465|87368|2019-09-10|34|100557|1755927.3599979354|43177|18016|734|12756|1
678398|71225|2019-08-07|34|86773|1882487.4399944583|63140|23708|1117|15624|212
660239|75546|2019-12-21|34|346719|7921696.41001883|93798|38667|965|35225|26
394468|43663|2019-09-19|34|169273|6477553.270003812|60186|23211|627|15552|8
506353|57547|2019-09-18|34|164166|6260404.720004963|87396|26690|664|18854|0
1006109|100567|2019-12-28|34|113304|2225540.419996576|174721|95770|1255|35462|2
853529|90791|2019-12-08|34|238213|5008461.920001142|143024|69058|1193|51216|337
547831|71029|2019-05-17|34|84090|2295838.2199993986|71823|26448|1228|16021|0
682360|78325|2019-07-18|34|94621|2224347.419993726|82820|35384|1873|26101|194
650655|78105|2019-07-12|34|82838|2004701.8099948813|83403|29837|1198|20087|377
777887|97056|2019-06-24|34|53402|1398523.0499967255|91291|32876|1412|22858|131
614963|86705|2019-06-01|34|67104|1910512.1299955938|74692|24033|1086|14927|51
616914|73989|2019-08-20|34|74167|1684196.419997014|66178|23840|701|13821|147
395847|43587|2019-09-15|34|163909|6292453.669998183|53211|21714|826|17374|19
686075|77672|2019-11-19|34|60690|1326588.7799987295|120321|57103|1017|34208|1804
647349|69336|2019-11-18|34|99458|2249903.049996459|96678|44867|966|33437|2564
729124|75682|2020-05-11|34|6271|237877.06000004843|73990|40416|911|27459|0
500258|51984|2020-02-23|34|164491|3662307.6999979126|93291|62789|879|23357|0
551220|54153|2020-04-22|34|1340|51698.44999999799|108098|67779|986|34277|0
696629|77705|2019-06-18|34|68314|1783208.2199949562|90750|37979|1751|25195|164
474644|54446|2020-02-18|34|51654|1155376.9199995443|63349|32658|726|20800|5
812153|82037|2019-07-30|34|92355|2098993.1499930867|84056|30290|1149|20433|333
422880|42213|2020-03-26|34|1504|51450.9999999982|81704|50172|395|26992|0
511345|57331|2020-01-31|34|58107|1268160.3399989142|80629|50643|1005|13620|0
564495|60472|2019-08-16|34|134168|2623341.9799954686|58392|24020|948|15006|192
678265|75214|2019-06-09|34|3119|74640.91999999521|107750|29475|971|17939|73
591312|55486|2019-08-04|34|3573|71850.67999999512|74146|26163|918|16462|441
913419|99584|2020-05-05|34|2311|84368.39999999177|166705|120507|1156|37099|0
547811|60634|2019-10-27|34|126822|2814307.0199997085|97643|29362|984|23938|0
565222|70331|2019-04-18|34|63358|1804447.7999957413|75701|25603|994|16976|0
732420|77662|2019-12-14|34|292855|6507873.420003469|119819|51632|1199|46420|307
474306|60208|2019-05-06|34|36500|1088323.7399992158|56194|20832|1025|14329|0
408983|46908|2019-10-01|34|81628|3305772.7100039287|62991|25177|609|17422|2
645795|61241|2020-01-26|34|189993|3791134.360012068|127904|69439|837|37443|0
650775|66121|2020-01-15|34|65068|1270570.2699979125|117711|55677|905|33085|0
550842|63836|2019-07-05|34|88918|2207838.439994391|64347|26404|1381|19019|36
633868|70539|2019-11-04|34|114499|2630975.3999991184|113981|34164|951|24764|1558
430168|50452|2020-02-24|34|136995|3111857.7399981893|57020|31336|822|19287|0
447961|48527|2019-10-24|34|154903|3359286.229997247|61173|23472|671|18888|0
430196|44859|2019-11-01|34|141012|3153759.4100008723|65715|26236|846|21410|0
485133|58765|2019-09-21|34|185255|7155845.240008912|71676|25024|723|16542|0
444253|48636|2020-02-26|34|52337|1237745.4899993734|60294|31069|787|21140|0
621770|80933|2019-05-16|34|78629|2152738.209996674|79288|28562|1300|18029|1
429323|54877|2019-04-19|34|64754|1850417.8199955537|51104|21735|1023|13753|0
562828|59526|2019-07-21|34|4445|98248.76999998798|75875|29169|1361|21131|142
774150|87376|2019-12-19|34|94023|2136394.2299959864|111726|49197|1044|38622|5
778253|84730|2019-12-18|34|100713|2226943.73999728|115362|46569|1187|45198|18
713422|69329|2019-07-29|34|71338|1573956.8899966662|65580|28344|1171|20302|273
698664|76680|2019-12-20|34|104326|2347652.4799980624|99024|46910|908|34454|0
822779|84588|2019-07-23|34|76312|1849794.3399945442|94147|30023|1065|19860|476
534349|51347|2020-04-17|34|2082|74161.15999999389|102043|59952|1005|35132|0
653966|76175|2019-07-19|34|102460|2411196.2099974044|86576|33606|1638|21385|189
545057|56553|2020-01-14|34|52795|1048840.3799986031|96629|45081|896|31328|0
535072|57740|2020-02-11|34|44689|986597.399999653|79871|44757|814|22266|0
638027|75242|2019-05-29|34|67216|1918489.269995271|80794|24462|994|15548|486
601538|60550|2020-04-29|34|2345|89523.05999999153|104674|57758|1084|38511|0
586348|59898|2020-04-15|34|2209|84125.90999999235|109286|64244|922|38808|1
630266|71633|2019-10-16|34|147249|5987451.260002892|104642|31329|972|22249|1
407469|45582|2019-09-06|34|71373|1687150.789997309|46135|16107|799|12597|2
473747|61133|2019-05-11|34|76734|2174164.779995861|65929|24451|1191|16848|0
754105|85942|2019-07-15|34|62583|1555712.4899968463|93737|33085|1333|22884|147
955055|103207|2019-12-17|34|84924|1915661.8299961512|146271|73686|1299|45815|24
670165|68501|2020-01-09|34|65091|1284548.4499976707|124058|57261|1111|36570|0
485232|54804|2019-06-22|34|96217|2501167.0699993446|62111|26316|1148|19886|90
436686|49176|2020-03-03|34|46027|1089209.0399998694|57933|32422|771|19336|0
635595|65697|2019-08-01|34|92917|2093299.51999334|60705|26261|995|16108|1531
369960|32167|2020-03-19|34|1056|32544.130000001143|71596|40083|471|23196|0
671987|72271|2019-06-23|34|3598|81342.98999999161|99556|33270|1453|23867|197
443678|33413|2020-03-20|34|4966|124666.23999998214|86675|47270|633|30833|0
399448|46657|2019-10-12|34|177243|7230458.450015099|58902|23157|941|16785|0
529639|47788|2020-04-10|34|2373|82244.33999999141|102492|60000|847|37032|1
452121|54137|2019-09-23|34|117915|4571159.290015734|69622|22530|607|15633|0
511102|62324|2019-05-23|34|68097|1953610.9099953861|53721|23252|1352|15334|0
489818|53012|2020-02-12|34|53142|1167932.8099992475|67461|36498|966|22392|1
731075|84264|2019-12-06|34|83592|1747843.78999664|117013|58098|1037|38552|185
571116|64773|2019-11-23|34|226688|4862983.619997648|95973|42727|1260|36488|1321
634706|59635|2020-01-19|34|160069|3166918.34000699|128226|68671|842|36195|0
417169|48465|2019-08-31|34|92512|2214685.9799958616|57997|16537|692|13991|197
449168|47354|2019-10-13|34|133268|5404607.369997712|72051|25001|888|17891|0
665719|65262|2020-04-20|34|7932|298566.69000010216|134747|93472|1103|34128|0
492837|53981|2019-10-18|34|197760|6387401.4700015485|76155|26196|757|18231|0
478766|58427|2019-10-07|34|132134|5309399.629998351|89025|36632|1188|23500|0
895319|83147|2020-04-12|34|1480|55091.789999997774|199693|153272|940|39385|0
621675|65446|2019-07-07|34|761|19302.71000000037|88945|31716|1245|23669|71
652337|69318|2020-01-29|34|55825|1184758.8899991643|105506|59527|795|25720|0
610691|71594|2019-06-28|34|82397|2092470.4599941697|78949|31373|1571|22322|64
1090851|118379|2019-11-27|34|70936|1527953.2099980682|199079|97204|1595|58695|874
526497|58103|2019-08-27|34|67171|1625586.9299973848|59382|20156|815|14592|259
982156|103355|2020-05-14|34|2279|75834.80999999361|151055|98712|1298|39055|0
1151505|109224|2019-12-01|34|250010|5381789.0999974|229165|117563|1727|71477|511
654900|68850|2019-08-12|34|73012|1465926.709997217|64356|23054|818|14513|215
537067|51821|2019-08-11|34|3178|59939.36999999807|63924|21545|874|12992|204
481790|62639|2019-04-26|34|54167|1588125.529996619|60926|22933|896|13316|0
636358|70676|2019-12-22|34|252621|5784014.959998904|91573|42425|1024|34664|2
541831|62963|2019-05-28|34|52923|1582328.0899970732|56637|23166|890|15167|3
356763|39980|2019-09-28|34|184805|7234103.820009029|57123|22832|678|17242|3
425075|47332|2019-10-09|34|129844|5270634.23002817|75302|30387|847|21864|1
916898|89097|2019-12-29|34|226137|4440192.009989508|159205|81046|1070|35733|20
381053|48039|2019-12-24|34|104625|2390907.969998547|48681|20200|644|16778|8
493504|51492|2019-08-03|34|104807|2366897.729994353|53329|22811|919|14870|478
642898|66285|2019-08-02|34|97243|2170774.069995197|72221|25035|1069|16973|711
490185|50569|2020-01-23|34|55453|1101099.2199985196|81636|37647|833|29328|0
442486|50058|2019-09-25|34|122761|4732082.860018631|75978|24615|699|17691|1
384167|43256|2019-09-24|34|77543|3015286.190002515|55926|22920|698|15898|0
593310|68039|2019-10-29|34|45924|1065717.3299994823|94945|29628|851|23378|1
466979|51965|2020-02-07|34|55438|1210619.4699991113|75679|44870|868|20246|0
454403|56997|2019-05-18|34|62526|1741652.8699963987|57790|24891|1226|16364|0
389345|49390|2019-04-27|34|73051|2127229.749994762|50564|21295|1036|14153|0
558290|72551|2019-05-09|34|49029|1470068.6999977138|80038|23144|852|14763|0
589253|65347|2020-02-19|34|61484|1360121.3899987163|86484|47825|861|23315|2
507449|50665|2020-02-09|34|139843|3062440.6700007273|87609|52151|868|24441|0
832260|105522|2019-12-03|34|61632|1322688.8599983968|134731|59650|968|37856|553
585435|68727|2020-02-17|34|115884|2515992.159997555|81162|45610|1008|20242|0
509200|55842|2020-02-28|34|58022|1380634.2599987094|73712|47503|797|18104|0
983329|98809|2019-12-15|34|264857|5766549.350009258|172476|84346|1274|54052|298
441858|48856|2020-03-05|34|45638|1082879.8999998593|60764|32717|851|19445|0
849113|83771|2020-04-26|34|1811|66402.61999999586|181404|135552|1028|37653|0
677003|77486|2019-07-02|34|2714|128550.40999998525|83277|35976|1466|23815|145
717379|68009|2020-01-05|34|179494|3629386.830020092|134581|74472|1137|34576|2
448108|48584|2020-02-06|34|48315|1049546.4099995263|62976|28671|857|20400|0
483068|51827|2020-01-30|34|46936|1034738.1999995094|73407|34053|815|24052|0
875021|110120|2019-06-10|34|31757|879053.739999503|113634|33103|1209|23521|166
909545|93695|2019-12-30|34|143938|2922885.6100054807|147629|78721|1190|31885|37
361058|40551|2019-09-07|34|99675|2239388.509995941|43992|16463|872|13969|0
516320|64083|2019-05-20|34|48210|1345982.4899985648|62744|27744|1279|16345|0
543702|57591|2019-08-17|34|145085|2714101.9599962486|59474|26695|1103|15690|434
459920|51156|2020-02-20|34|61766|1363764.4799987096|58861|30982|843|20864|0
522382|61054|2020-02-21|34|70711|1566849.0999977903|82352|47218|774|21514|0
390726|45548|2019-10-03|34|141156|5755016.970001028|62760|23307|687|16757|0
844830|81351|2020-05-01|34|1798|66736.81999999571|164645|113032|1062|43528|0
470148|51292|2019-08-29|34|71860|1745883.3699968983|50300|19654|708|14344|337
711025|76679|2020-04-07|34|2434|88587.78999999151|145409|99462|926|36491|0
582039|68489|2019-05-31|34|72723|2119410.819994983|71597|24677|953|15417|28
559806|64857|2019-05-30|34|31670|895228.2799994875|67967|25888|1188|16029|144
506168|47317|2020-03-28|34|3097|106842.41999998844|111095|73285|650|32240|0
346625|32914|2020-03-27|34|3614|124164.33999998527|66892|35352|599|26969|1
621861|65662|2020-01-22|34|61403|1214118.279998244|111021|54814|901|30889|0
536524|59323|2019-12-31|34|84640|1693265.6199961598|90434|45425|913|19046|0
898795|97366|2019-11-26|34|57868|1244211.069999031|154091|65490|1465|49811|519
627703|73195|2019-06-30|34|11320|244438.0700000845|84803|32327|1523|23461|59
744508|83730|2019-11-24|34|172808|3683083.970008129|136762|66341|1239|43182|799
538660|60300|2020-05-04|34|6602|248924.88000005577|87786|48591|777|31720|0
593314|69574|2020-02-15|34|188370|4131538.260006225|69410|37482|1029|20734|0
983174|101772|2019-11-30|34|298075|6527623.42000315|190732|92592|1371|57861|336
575781|63149|2020-01-27|34|161055|3295734.3100061277|92347|48433|988|25944|0
663768|69782|2020-01-13|34|174945|3438417.1500145374|123504|58450|1071|31784|0
809099|86779|2020-04-28|34|2676|101795.82999998984|155323|109705|1216|36974|0
640097|72496|2019-06-20|34|73364|1863655.0699945958|80153|35028|1592|22800|104
1145860|121803|2019-11-29|34|98815|2118661.9399957787|217436|109773|1294|65146|342
392466|41421|2020-03-24|34|1161|39639.82000000031|74859|46224|542|23551|0
666070|70525|2020-04-30|34|1498|56535.989999997764|120594|75541|1055|37574|0
821484|94167|2019-06-14|34|92556|2387977.9599969974|107699|38652|1512|26216|92
559426|57226|2020-02-16|34|142971|3095064.980000901|83524|55250|928|19843|0
478682|54479|2020-03-02|34|87386|2136971.9499958563|71746|40613|811|19246|0
712507|66648|2020-05-08|34|3147|115524.49999998699|88613|48238|1011|33937|0
515892|66265|2019-05-24|34|83866|2402729.4999991157|58530|22363|1145|14054|0
902963|103347|2019-07-25|34|72640|1710439.0099951806|88688|31112|1263|21449|296
850066|90776|2019-11-28|34|69559|1532703.319998075|150548|63625|1453|54132|626
461018|47481|2019-09-01|34|4449|86102.4599999985|68146|18299|686|15438|7
519346|54027|2020-01-18|34|212041|4225150.32002335|96984|38989|743|30612|0
899499|48605|2020-03-17|34|1414|33898.440000000766|164508|96624|1040|48576|0
461571|52136|2019-10-19|34|234921|5023042.04999353|74353|26619|944|22252|0
473719|41962|2020-04-04|34|6656|225198.22000005376|89689|49249|763|34949|0
453574|50218|2019-11-09|34|168077|3834458.3100042776|75104|31866|958|24335|422
741329|79721|2019-12-12|34|74749|1658189.3399972094|117166|49985|981|44162|640
499020|56862|2019-08-23|34|70294|1678088.6099971281|56820|21218|800|13173|562
494220|61667|2019-09-14|34|216362|8379595.980010504|62713|23103|877|18036|2
948836|103531|2019-12-16|34|257137|5732895.520008601|151393|68423|1208|46184|19
868710|99085|2019-06-17|34|4078|152599.17999998794|112961|39628|1891|24806|131
607763|61603|2019-07-24|34|76293|1862152.8699944252|64347|26118|881|18387|529
562770|44106|2020-03-18|34|1472|36666.80000000041|107188|65588|756|30804|0
465659|55999|2019-09-30|34|127204|4991903.219994545|80536|24294|634|17599|1
436975|44973|2019-09-29|34|143631|5588532.110000571|87402|29526|905|18897|0
448585|55468|2019-04-29|34|40852|1167484.969998868|50660|21024|933|15120|0
423941|39775|2020-03-15|34|116168|2613091.1099953013|78657|42673|587|22018|0
481549|55896|2019-07-13|34|97129|2355383.819995436|61683|24836|1136|18568|200
444518|51138|2019-09-17|34|106056|4088720.600006884|64911|25293|714|17794|0
812981|93161|2019-07-01|34|3513|157780.59999999285|105379|37453|1366|25624|71
551778|54305|2020-02-02|34|2589|72707.08999999423|99526|58171|988|27754|0
419731|50418|2019-04-22|34|13675|404340.3900001953|56641|22450|948|15489|0
414096|52778|2019-05-04|34|87234|2545949.639996995|54219|23404|1268|16290|0
488010|51932|2019-09-04|34|66452|1582812.6699974781|56336|18194|700|13109|3
492503|61761|2019-05-05|34|3800|155145.4899999899|72891|25243|1309|17556|0
390500|42810|2019-09-09|34|157690|3597304.240001219|43660|18426|753|13057|12
645238|55398|2020-04-13|34|9008|333947.8900001416|129353|79152|988|42362|1
590706|62301|2020-01-11|34|251118|4945117.069996528|115170|50524|973|34793|0
851631|89659|2020-01-03|34|77838|1572878.0299960813|121704|59973|1168|35683|0
983547|113814|2020-05-10|34|0||102901|60580|1045|35527|0
519638|61565|2019-09-16|34|146781|5631895.6999973385|81900|24415|875|16801|7
599329|65711|2019-08-28|34|73320|1793381.549996684|70811|21620|802|15290|659
602733|63047|2019-11-06|34|51314|1165890.3099991132|92147|30774|913|23944|307
412400|47950|2019-12-25|34|0||53087|25974|918|20020|0
574246|63134|2019-11-21|34|58491|1247744.1999988013|86686|40811|1177|31199|436
503533|50464|2019-08-18|34|6063|175999.29999999554|56625|19811|785|13812|238
576916|62198|2020-02-05|34|55202|1188951.7199991914|90049|50036|832|23404|0
569444|56643|2020-04-27|34|8003|298828.5900000916|105729|66086|996|33259|0
417135|45056|2019-08-25|34|2341|52681.91000000059|51728|18001|634|12563|131
547907|52997|2020-04-06|34|8295|298485.89000009105|105237|67677|946|31701|0
682983|66475|2020-04-16|34|1384|52770.08999999805|136457|91283|990|38403|0
452496|45170|2019-08-10|34|96680|2050422.9299937603|43577|18147|791|12422|182
505031|65904|2019-04-24|34|46260|1381824.859997604|63501|23813|892|15117|0
614684|69378|2020-02-27|34|49100|1184092.7899994713|92502|56049|840|21824|0
503526|53405|2020-02-04|34|47024|1017237.8999995486|75165|36686|745|24127|0
837461|105931|2019-06-26|34|84866|2196402.9199940343|116374|41653|1449|26900|51
628848|72806|2019-06-21|34|78289|2026975.9199951089|83214|32622|1410|20660|71
493060|56009|2019-08-30|34|74337|1788690.349996759|61205|18803|700|14200|134
867435|93017|2019-11-20|34|78834|1663242.6599966674|142804|74460|1370|40501|1432
497932|53776|2019-10-31|34|166312|3768580.9900028976|79567|25439|782|19104|1
623723|61439|2020-04-24|34|4859|183938.68000000707|120578|78815|1087|34820|0
425561|37667|2020-03-16|34|75009|1729526.2999981763|82411|51239|523|20074|0
565065|58366|2019-10-20|34|176740|3751052.490002071|100904|31107|799|24294|0
558195|63320|2019-07-06|34|104620|2576784.4799999143|76924|27792|1262|18507|104
1052426|119801|2019-12-05|34|73548|1557591.8099974971|163728|79038|1210|46180|489
433732|57413|2019-04-25|34|44198|1306090.5399979078|48620|22273|934|13312|0
599077|64532|2019-11-13|34|50379|1134161.3699992585|88775|39556|946|27818|546
913329|99089|2019-12-09|34|220457|4742521.569996316|142235|68018|1064|44941|180
719261|77278|2019-11-11|34|97429|2237056.769996023|133162|39578|1111|31688|393
423851|50229|2020-03-10|34|42177|953469.0800001826|63645|33156|649|20269|0
658610|74324|2019-08-19|34|57241|1339441.4599985362|69155|23989|690|14862|157
573013|59409|2019-08-13|34|97999|1971031.839994089|52536|24782|873|14719|157
593554|68371|2019-10-14|34|119147|4874494.650018715|95983|29601|886|18458|0
637890|66424|2020-01-25|34|241719|4843712.449996123|125665|67168|948|33596|0
402306|42908|2019-10-26|34|174842|3835325.1599986563|59025|21825|768|18247|12
525510|55267|2020-01-01|34|662|18987.76000000035|76754|37878|576|20248|1
534305|62055|2019-07-20|34|121513|2881703.3300019423|69015|28548|1360|20196|147
607366|77058|2019-09-12|34|153307|4475930.200007937|58809|22385|729|14075|6
388338|43393|2019-09-03|34|61849|1477152.4599978668|39598|15949|653|11385|2
1454923|185614|2019-06-09|3|6681|433522.2899999962|511164|359965|177869|24353|2971
1360831|188227|2019-06-08|3|106397|6097627.11999966|476841|336403|164261|25416|5226
1342333|213648|2020-01-07|3|58404|2756844.0099995798|386953|218585|135657|20203|3464
2181508|301490|2020-04-17|3|7964|50322488.44999959|557519|446096|70608|29011|7076
1867148|242333|2019-07-03|3|98712|5154565.439999923|659114|503063|223123|34921|7227
1882693|339751|2019-10-23|3|37166|1812687.4899995457|581689|322974|153842|75293|13664
1745182|269698|2020-01-09|3|22753|1221993.510000029|497159|284578|161338|23808|12131
2008114|330415|2019-10-16|3|55039|2584418.3599999114|609617|358384|176143|53172|6046
2132960|350879|2019-11-19|3|48923|2399182.1099999067|643115|365377|197483|56491|9415
1956130|317766|2019-11-07|3|49056|2405280.879999877|599190|327530|176400|65015|15883
1125891|155776|2019-04-18|3|49277|2392967.309999533|406391|272517|133433|33332|7280
915780|153644|2020-02-14|3|28993|1436034.7999999996|273015|154543|86240|20443|4982
2091986|323776|2019-12-08|3|36483|2531169.8899999186|621546|327210|211294|63364|5770
2033205|361114|2019-09-19|3|52306|2390805.379999896|585496|314162|237658|11334|5566
2539232|475103|2019-09-18|3|77056|3542301.159999888|718405|255657|411133|14109|8916
1925316|328566|2019-09-27|3|54234|2615463.499999782|574020|346410|155512|52434|7300
2004404|354452|2019-09-21|3|118110|6435965.449999607|581203|378622|174077|9998|3510
1906993|312748|2019-10-15|3|43669|2096142.7099999138|575385|336948|168767|51336|6449
1658533|213973|2019-08-04|3|18828|1235982.0000000144|589445|410194|192742|41902|1689
2411271|387967|2019-11-18|3|33548|1702099.3699996837|723102|416488|232417|50727|8817
1039316|171712|2020-03-03|3|30210|1501194.809999961|313028|228947|54303|22135|2330
1584752|220142|2020-03-29|3|2833|197274.42999999836|470451|355420|53967|51809|3362
1134501|159532|2019-05-17|3|47943|2250531.6399995415|406203|275415|137831|29865|8877
1760509|294405|2019-12-14|3|111593|7430772.690000717|507134|263730|157503|62757|11063
3562566|530908|2020-05-11|3|59498|7494745.219999331|965399|744451|170502|31089|10363
1690480|233479|2020-01-26|3|10656|765986.6900000003|507391|297803|167595|28811|3347
1138561|178320|2020-01-31|3|83538|4433999.930000153|330012|190831|108639|21020|4177
2508140|326459|2020-04-25|3|8382|9395302.480000136|693123|541044|88760|49265|8041
1349026|190511|2019-06-25|3|61571|2816192.1499998323|469409|344638|168716|26040|1839
1654598|229116|2019-08-07|3|80015|4218062.0899999|574520|402273|190077|42375|8186
1079293|172170|2020-02-18|3|34226|1654107.3200000222|320594|185865|102382|22237|2663
1311533|184759|2019-05-29|3|71962|3620809.099999604|459279|316642|166830|28669|7613
1404131|218036|2020-01-21|3|48700|2310929.8599999286|410272|230035|128946|28302|13676
1455495|195813|2019-06-11|3|91633|4988795.649999694|498364|373358|179605|22682|2206
1114656|176973|2020-03-20|3|4233|392399.53999999724|282630|218566|31728|24443|4195
940475|159121|2020-03-19|3|2130|209777.61999999807|236348|182494|26334|21773|2333
1553492|200420|2019-06-03|3|41985|2001093.189999949|535698|415434|193017|23099|2482
2869604|391240|2020-05-07|3|9262|4461069.46999997|767610|591775|110586|46075|10892
984754|163923|2020-03-23|3|2673|184240.72999999876|255387|193385|29511|26630|2161
